DesignName, ParticipantID, TrialID, Block1, Block2, Size, Dir, NbModi, NbAngle, Repeat, letter1, modifiers1, execTimeCMD1, execTimeAlt1, execTimeShift1, execTimeKey1, letter2, modifiers2, execTimeCMD2, execTimeAlt2, execTimeShift2, execTimeKey2, letter3, modifiers3, execTimeCMD3, execTimeAlt3, execTimeShift3, execTimeKey3, angle1, userAngle1, drawDist1, angle2, userAngle2, drawDist2, mouseClick1, totalExecTime1, nbOfAttempts1, mouseClick2, totalExecTime2, nbOfAttempts2, mouseClick3, totalExecTime3, nbOfAttempts3, targetDist, keyboardLayout, mouseType
GestureMultiAngle,15,1793,1,1,3,NE_SE,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,39,352,-1,-1,-1,12.555,12.959,1,-1,-1,-1,-1,-1,-1,619,QWERTY,touchpad
GestureMultiAngle,15,1794,1,2,4,SW_NW,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,212,297,-1,-1,-1,0.949,1.383,1,-1,-1,-1,-1,-1,-1,399,QWERTY,touchpad
GestureMultiAngle,15,1795,1,3,2,SW_NW,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,220,271,-1,-1,-1,0.931,1.281,1,-1,-1,-1,-1,-1,-1,1018,QWERTY,touchpad
GestureMultiAngle,15,1796,1,4,2,N_E,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,124,-1,-1,-1,0.882,1.28,1,-1,-1,-1,-1,-1,-1,854,QWERTY,touchpad
GestureMultiAngle,15,1797,1,5,2,N_E,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,180,360,368,-1,0.998,2.155,1,-1,-1,-1,-1,-1,-1,853,QWERTY,touchpad
GestureMultiAngle,15,1798,1,6,4,N_E,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,89,209,-1,-1,-1,1.008,1.674,1,-1,-1,-1,-1,-1,-1,515,QWERTY,touchpad
GestureMultiAngle,15,1799,1,7,2,S_W,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,267,208,180,181,-1,1.184,2.016,1,-1,-1,-1,-1,-1,-1,1295,QWERTY,touchpad
GestureMultiAngle,15,1800,1,8,1,S_W,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,269,166,180,176,-1,1.341,2.123,1,-1,-1,-1,-1,-1,-1,586,QWERTY,touchpad
GestureMultiAngle,15,1801,1,9,3,S_W,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,268,249,180,176,-1,0.964,1.649,1,-1,-1,-1,-1,-1,-1,563,QWERTY,touchpad
GestureMultiAngle,15,1802,1,10,1,SW_NW,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,210,164,-1,-1,-1,1.268,1.667,1,-1,-1,-1,-1,-1,-1,1244,QWERTY,touchpad
GestureMultiAngle,17,2049,1,1,4,NE_SE,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,44,323,-1,-1,-1,0.89,1.158,1,-1,-1,-1,-1,-1,-1,733,QWERTY,touchpad
GestureMultiAngle,17,2050,1,2,1,N_E,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,168,-1,-1,-1,1.82,2.139,1,-1,-1,-1,-1,-1,-1,429,QWERTY,touchpad
GestureMultiAngle,17,2051,1,3,3,SW_NW,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,227,179,-1,-1,-1,0.948,1.231,1,-1,-1,-1,-1,-1,-1,236,QWERTY,touchpad
GestureMultiAngle,17,2052,1,4,3,N_E,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,188,-1,-1,-1,0.766,1.064,1,-1,-1,-1,-1,-1,-1,860,QWERTY,touchpad
GestureMultiAngle,17,2053,1,5,3,N_E,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,87,248,360,367.56142842766695,-1,0.981,1.949,1,-1,-1,-1,-1,-1,-1,543,QWERTY,touchpad
GestureMultiAngle,17,2054,1,6,1,S_W,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,271,176,-1,-1,-1,0.99,1.291,1,-1,-1,-1,-1,-1,-1,433,QWERTY,touchpad
GestureMultiAngle,17,2055,1,7,3,S_W,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,269,257,180,173.65980825409008,-1,0.929,1.499,1,-1,-1,-1,-1,-1,-1,386,QWERTY,touchpad
GestureMultiAngle,17,2056,1,8,2,S_W,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,267,177,180,181.7357045889284,-1,0.955,1.604,1,-1,-1,-1,-1,-1,-1,429,QWERTY,touchpad
GestureMultiAngle,17,2057,1,9,4,S_W,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,268,225,180,179.58482045885515,-1,0.913,1.646,1,-1,-1,-1,-1,-1,-1,865,QWERTY,touchpad
